"occurrenceId","verbatimScientificName","scientificName","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species","canonicalName","authorship","usageKey","acceptedUsageKey"
NA,"Hoplopterus spinosus","Hoplopterus spinosus Linnaeus, 1758",11380022,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus spinosus","Hoplopterus spinosus","Linnaeus, 1758",11380022,5229142
NA,"Hydrobates pelagicus","Hydrobates pelagicus (Linnaeus, 1758)",4408455,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Hydrobates","Hydrobates pelagicus","Hydrobates pelagicus","(Linnaeus, 1758) ",4408455,4408455
NA,"Ixobrychus minutus","Ixobrychus minutus (Linnaeus, 1766)",2480850,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ixobrychus","Ixobrychus minutus","Ixobrychus minutus","(Linnaeus, 1766) ",2480850,2480850
NA,"Lagopus mutus helveticus","Lagopus mutus helveticus",11259389,"EXACT",98,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Lagopus","Lagopus muta","Lagopus mutus helveticus","",11259389,5227692
NA,"Lagopus mutus pyrenaicus","Lagopus mutus pyrenaicus Hartert, 1921",8872650,"EXACT",98,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Lagopus","Lagopus muta","Lagopus mutus pyrenaicus","Hartert, 1921",8872650,5227710
NA,"Lanius collurio","Lanius collurio Linnaeus, 1758",7745240,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","Lanius collurio","Lanius collurio","Linnaeus, 1758",7745240,7745240
NA,"Lanius minor","Lanius minor Gmelin, 1788",2492854,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","Lanius minor","Lanius minor","Gmelin, 1788",2492854,2492854
NA,"Lanius nubicus","Lanius nubicus Lichtenstein, 1823",2492855,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Laniidae","Lanius","Lanius nubicus","Lanius nubicus","Lichtenstein, 1823",2492855,2492855
NA,"Larus audouinii","Larus audouinii Payraudeau, 1826",2481193,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Ichthyaetus","Ichthyaetus audouinii","Larus audouinii","Payraudeau, 1826",2481193,7406504
NA,"Larus genei","Larus genei Brème, 1839",2481178,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus genei","Larus genei","Brème, 1839",2481178,6065810
NA,"Larus melanocephalus","Larus melanocephalus Temminck, 1820",2481194,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Ichthyaetus","Ichthyaetus melanocephalus","Larus melanocephalus","Temminck, 1820",2481194,8151548
NA,"Larus minutus","Larus minutus Pallas, 1776",2481143,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydrocoloeus","Hydrocoloeus minutus","Larus minutus","Pallas, 1776",2481143,6065841
NA,"Limosa lapponica","Limosa lapponica (Linnaeus, 1758)",2481681,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa lapponica","Limosa lapponica","(Linnaeus, 1758) ",2481681,2481681
NA,"Loxia scotica","Loxia scotica Hartert, 1904",2494177,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxia","Loxia scotica","Loxia scotica","Hartert, 1904",2494177,2494177
NA,"Lullula arborea","Lullula arborea (Linnaeus, 1758)",2490604,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Lullula","Lullula arborea","Lullula arborea","(Linnaeus, 1758) ",2490604,2490604
NA,"Luscinia svecica","Luscinia svecica (Linnaeus, 1758)",4408732,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Luscinia","Luscinia svecica","Luscinia svecica","(Linnaeus, 1758) ",4408732,4408732
NA,"Marmaronetta angustirostris","Marmaronetta angustirostris (Ménétries, 1832)",2498390,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Marmaronetta","Marmaronetta angustirostris","Marmaronetta angustirostris","(Ménétries, 1832) ",2498390,2498390
NA,"Melanocorypha calandra","Melanocorypha calandra (Linnaeus, 1766)",2490613,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Melanocorypha","Melanocorypha calandra","Melanocorypha calandra","(Linnaeus, 1766) ",2490613,2490613
NA,"Mergus albellus (Mergellus albellus)","Mergus albellus albellus",11083071,"EXACT",98,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Mergellus","Mergellus albellus","Mergus albellus albellus","Cramp & Simmons, 1977-1994",11083071,2498285
NA,"Milvus migrans","Milvus migrans (Boddaert, 1783)",5229167,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Milvus","Milvus migrans","Milvus migrans","(Boddaert, 1783) ",5229167,5229167
NA,"Milvus milvus","Milvus milvus (Linnaeus, 1758)",5229168,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Milvus","Milvus milvus","Milvus milvus","(Linnaeus, 1758) ",5229168,5229168
NA,"Neophron percnopterus","Neophron percnopterus (Linnaeus, 1758)",2480696,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Neophron","Neophron percnopterus","Neophron percnopterus","(Linnaeus, 1758) ",2480696,2480696
NA,"Numenius tenuirostris","Numenius tenuirostris Vieillot, 1817",2481789,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius tenuirostris","Numenius tenuirostris","Vieillot, 1817",2481789,2481789
NA,"Nyctea scandiaca","Nyctea scandiaca (Linnaeus, 1758)",2497581,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo scandiacus","Nyctea scandiaca","(Linnaeus, 1758) ",2497581,5959143
NA,"Nycticorax nycticorax","Nycticorax nycticorax (Linnaeus, 1758)",2480863,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Nycticorax","Nycticorax nycticorax","Nycticorax nycticorax","(Linnaeus, 1758) ",2480863,2480863
NA,"Oceanodroma castro","Oceanodroma castro (Harcourt, 1851)",2482001,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma castro","Oceanodroma castro","(Harcourt, 1851) ",2482001,2482001
NA,"Oceanodroma leucorhoa","Oceanodroma leucorhoa (Vieillot, 1818)",2482012,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Oceanodroma","Oceanodroma leucorhoa","Oceanodroma leucorhoa","(Vieillot, 1818) ",2482012,2482012
NA,"Oenanthe cypriaca","Oenanthe cypriaca (Homeyer, 1884)",5231234,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Oenanthe","Oenanthe cypriaca","Oenanthe cypriaca","(Homeyer, 1884) ",5231234,5231234
NA,"Oenanthe leucura","Oenanthe leucura (Gmelin, 1789)",5231236,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Oenanthe","Oenanthe leucura","Oenanthe leucura","(Gmelin, 1789) ",5231236,5231236
NA,"Oenanthe pleschanka","Oenanthe pleschanka (Lepechin, 1770)",5231233,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Oenanthe","Oenanthe pleschanka","Oenanthe pleschanka","(Lepechin, 1770) ",5231233,5231233
NA,"Otis tarda","Otis tarda Linnaeus, 1758",2474921,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Otidiformes","Otididae","Otis","Otis tarda","Otis tarda","Linnaeus, 1758",2474921,2474921
NA,"Oxyura leucocephala","Oxyura leucocephala (Scopoli, 1769)",2498302,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Oxyura","Oxyura leucocephala","Oxyura leucocephala","(Scopoli, 1769) ",2498302,2498302
NA,"Pandion haliaetus","Pandion haliaetus (Linnaeus, 1758)",2480726,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus","Pandion haliaetus","(Linnaeus, 1758) ",2480726,2480726
NA,"Parus ater cypriotes","Parus ater cypriotes Dresser, 1888",4409007,"EXACT",98,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Passeriformes","Paridae","Periparus","Periparus ater","Parus ater cypriotes","Dresser, 1888",4409007,5844831
NA,"Pelagodroma marina","Pelagodroma marina (Latham, 1790)",2481991,"EXACT",98,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae","Pelagodroma","Pelagodroma marina","Pelagodroma marina","(Latham, 1790) ",2481991,2481991
NA,"Pelecanus crispus","Pelecanus crispus Bruch, 1832",2480353,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus crispus","Pelecanus crispus","Bruch, 1832",2480353,2480353
NA,"Pelecanus onocrotalus","Pelecanus onocrotalus Linnaeus, 1758",2480350,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus onocrotalus","Pelecanus onocrotalus","Linnaeus, 1758",2480350,2480350
NA,"Perdix perdix hispaniensis","Perdix perdix hispaniensis Reichenow, 1892",2473966,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Perdix","Perdix perdix","Perdix perdix hispaniensis","Reichenow, 1892",2473966,2473966
NA,"Perdix perdix italica","Perdix perdix italica E.Hartert, 1917",2473961,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Perdix","Perdix perdix","Perdix perdix italica","E.Hartert, 1917",2473961,2473961
NA,"Pernis apivorus","Pernis apivorus (Linnaeus, 1758)",2480420,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Pernis","Pernis apivorus","Pernis apivorus","(Linnaeus, 1758) ",2480420,2480420
NA,"Phalacrocorax aristotelis desmarestii","Phalacrocorax aristotelis desmarestii (Payraudeau, 1826)",4408479,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax aristotelis","Phalacrocorax aristotelis desmarestii","(Payraudeau, 1826) ",4408479,4408479
NA,"Phalacrocorax pygmeus","Phalacrocorax pygmeus (Pallas, 1773)",2481888,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae","Microcarbo","Microcarbo pygmeus","Phalacrocorax pygmeus","(Pallas, 1773) ",2481888,6066518
NA,"Phalaropus lobatus","Phalaropus lobatus (Linnaeus, 1758)",5739290,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Phalaropus","Phalaropus lobatus","Phalaropus lobatus","(Linnaeus, 1758) ",5739290,5739290
NA,"Philomachus pugnax","Philomachus pugnax (Linnaeus, 1758)",5229387,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris pugnax","Philomachus pugnax","(Linnaeus, 1758) ",5229387,8250742
NA,"Phoenicopterus ruber","Phoenicopterus ruber Linnaeus, 1758",9691034,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus","Phoenicopterus ruber","Phoenicopterus ruber","Linnaeus, 1758",9691034,9691034
NA,"Picoides tridactylus","Picoides tridactylus (Linnaeus, 1758)",2477804,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Picoides","Picoides tridactylus","Picoides tridactylus","(Linnaeus, 1758) ",2477804,2477804
NA,"Picus canus","Picus canus J.F.Gmelin, 1788",2478548,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Picus","Picus canus","Picus canus","J.F.Gmelin, 1788",2478548,2478548
NA,"Platalea leucorodia","Platalea leucorodia Linnaeus, 1758",2480801,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Platalea","Platalea leucorodia","Platalea leucorodia","Linnaeus, 1758",2480801,2480801
NA,"Plegadis falcinellus","Plegadis falcinellus (Linnaeus, 1766)",2480773,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Threskiornithidae","Plegadis","Plegadis falcinellus","Plegadis falcinellus","(Linnaeus, 1766) ",2480773,2480773
NA,"Pluvialis apricaria","Pluvialis apricaria (Linnaeus, 1758)",2480332,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis apricaria","Pluvialis apricaria","(Linnaeus, 1758) ",2480332,2480332
NA,"Podiceps auritus","Podiceps auritus (Linnaeus, 1758)",2482059,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Podicipediformes","Podicipedidae","Podiceps","Podiceps auritus","Podiceps auritus","(Linnaeus, 1758) ",2482059,2482059
NA,"Polysticta stelleri","Polysticta stelleri (Pallas, 1769)",5232431,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Polysticta","Polysticta stelleri","Polysticta stelleri","(Pallas, 1769) ",5232431,5232431
NA,"Porphyrio porphyrio","Porphyrio porphyrio (Linnaeus, 1758)",2474416,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Porphyrio porphyrio","Porphyrio porphyrio","(Linnaeus, 1758) ",2474416,2474416
NA,"Porzana parva","Porzana parva (Scopoli, 1769)",2474627,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana parva","Porzana parva","(Scopoli, 1769) ",2474627,2474627
NA,"Porzana porzana","Porzana porzana (Linnaeus, 1766)",2474621,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana porzana","Porzana porzana","(Linnaeus, 1766) ",2474621,2474621
NA,"Porzana pusilla","Porzana pusilla (Pallas, 1776)",2474628,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porzana","Porzana pusilla","Porzana pusilla","(Pallas, 1776) ",2474628,2474628
NA,"Pterocles alchata","Pterocles alchata (Linnaeus, 1766)",2480204,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pteroclidiformes","Pteroclididae","Pterocles","Pterocles alchata","Pterocles alchata","(Linnaeus, 1766) ",2480204,2480204
NA,"Pterocles orientalis","Pterocles orientalis (Linnaeus, 1758)",2480193,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pteroclidiformes","Pteroclididae","Pterocles","Pterocles orientalis","Pterocles orientalis","(Linnaeus, 1758) ",2480193,2480193
NA,"Pterodroma feae","Pterodroma feae (Salvadori, 1900)",2481473,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Pterodroma feae","Pterodroma feae","(Salvadori, 1900) ",2481473,2481473
NA,"Pterodroma madeira","Pterodroma madeira Mathews, 1934",2481463,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Pterodroma","Pterodroma madeira","Pterodroma madeira","Mathews, 1934",2481463,2481463
NA,"Puffinus assimilis","Puffinus assimilis Gould, 1838",5739275,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus assimilis","Puffinus assimilis","Gould, 1838",5739275,5739275
NA,"Puffinus puffinus mauretanicus (Puffinus mauretanicus)","Puffinus puffinus mauretanicus Lowe, 1921",6486580,"EXACT",98,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus mauretanicus","Puffinus puffinus mauretanicus","Lowe, 1921",6486580,5229360
NA,"Puffinus yelkouan","Puffinus yelkouan (Acerbi, 1827)",5229377,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Puffinus","Puffinus yelkouan","Puffinus yelkouan","(Acerbi, 1827) ",5229377,5229377
NA,"Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax (Linnaeus, 1758)",2482552,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Corvidae","Pyrrhocorax","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax","(Linnaeus, 1758) ",2482552,2482552
NA,"Pyrrhula murina (Pyrrhula pyrrhula murina)","Pyrrhula murina Godman, 1866",4408970,"HIGHERRANK",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Pyrrhula","Pyrrhula murina","Pyrrhula murina","Godman, 1866",4408970,4408970
NA,"Recurvirostra avosetta","Recurvirostra avosetta Linnaeus, 1758",2480259,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Recurvirostra","Recurvirostra avosetta","Recurvirostra avosetta","Linnaeus, 1758",2480259,2480259
NA,"Saxicola dacotiae","Saxicola dacotiae (Meade-Waldo, 1889)",2492522,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Saxicola","Saxicola dacotiae","Saxicola dacotiae","(Meade-Waldo, 1889) ",2492522,2492522
NA,"Sitta krueperi","Sitta krueperi Pelzeln, 1863",2484880,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta krueperi","Sitta krueperi","Pelzeln, 1863",2484880,2484880
NA,"Sitta whiteheadi","Sitta whiteheadi Sharpe, 1884",2484886,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sittidae","Sitta","Sitta whiteheadi","Sitta whiteheadi","Sharpe, 1884",2484886,2484886
NA,"Sterna albifrons","Sterna albifrons Pallas, 1764",5229215,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sternula","Sternula albifrons","Sterna albifrons","Pallas, 1764",5229215,5789279
NA,"Sterna caspia","Sterna caspia Pallas, 1770",5229221,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","Sterna caspia","Pallas, 1770",5229221,2481236
NA,"Sterna dougallii","Sterna dougallii Montagu, 1813",5229249,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna dougallii","Sterna dougallii","Montagu, 1813",5229249,5229249
NA,"Sterna hirundo","Sterna hirundo Linnaeus, 1758",9367409,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna hirundo","Sterna hirundo","Linnaeus, 1758",9367409,9367409
NA,"Sterna paradisaea","Sterna paradisaea Pontoppidan, 1763",5229230,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Sterna","Sterna paradisaea","Sterna paradisaea","Pontoppidan, 1763",5229230,5229230
NA,"Sterna sandvicensis","Sterna sandvicensis Latham, 1787",5229223,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus sandvicensis","Sterna sandvicensis","Latham, 1787",5229223,2481240
NA,"Strix nebulosa","Strix nebulosa J.R.Forster, 1772",2497522,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix nebulosa","Strix nebulosa","J.R.Forster, 1772",2497522,2497522
NA,"Strix uralensis","Strix uralensis Pallas, 1771",2497509,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Strigiformes","Strigidae","Strix","Strix uralensis","Strix uralensis","Pallas, 1771",2497509,2497509
NA,"Surnia ulula","Surnia ulula (Linnaeus, 1758)",2497894,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Strigiformes","Strigidae","Surnia","Surnia ulula","Surnia ulula","(Linnaeus, 1758) ",2497894,2497894
NA,"Sylvia melanothorax","Sylvia melanothorax Tristram, 1872",2492953,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia melanothorax","Sylvia melanothorax","Tristram, 1872",2492953,2492953
NA,"Sylvia nisoria","Sylvia nisoria (Bechstein, 1792)",2492955,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia nisoria","Sylvia nisoria","(Bechstein, 1792) ",2492955,2492955
NA,"Sylvia rueppelli","Sylvia rueppelli Temminck, 1823",2492947,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia ruppeli","Sylvia rueppelli","Temminck, 1823",2492947,6100917
NA,"Sylvia sarda","Sylvia sarda Temminck, 1820",2492965,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia sarda","Sylvia sarda","Temminck, 1820",2492965,2492965
NA,"Sylvia undata","Sylvia undata (Boddaert, 1783)",2492949,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Sylviidae","Sylvia","Sylvia undata","Sylvia undata","(Boddaert, 1783) ",2492949,2492949
NA,"Tadorna ferruginea","Tadorna ferruginea (Pallas, 1764)",2498015,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Tadorna","Tadorna ferruginea","Tadorna ferruginea","(Pallas, 1764) ",2498015,2498015
NA,"Tetrao tetrix tetrix","Tetrao tetrix tetrix",7340147,"EXACT",98,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Lyrurus","Lyrurus tetrix","Tetrao tetrix tetrix","",7340147,7191070
NA,"Tetrao urogallus","Tetrao urogallus Linnaeus, 1758",2473577,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Tetrao","Tetrao urogallus","Tetrao urogallus","Linnaeus, 1758",2473577,2473577
NA,"Tetrax tetrax","Tetrax tetrax (Linnaeus, 1758)",5228228,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Otidiformes","Otididae","Tetrax","Tetrax tetrax","Tetrax tetrax","(Linnaeus, 1758) ",5228228,5228228
NA,"Tringa glareola","Tringa glareola Linnaeus, 1758",2481713,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa glareola","Tringa glareola","Linnaeus, 1758",2481713,2481713
NA,"Troglodytes troglodytes fridariensis","Troglodytes troglodytes fridariensis Williamson, 1951",5739334,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes troglodytes","Troglodytes troglodytes fridariensis","Williamson, 1951",5739334,5739334
NA,"Turnix sylvatica","Turnix sylvaticus (Desfontaines, 1789)",2475001,"FUZZY",96,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Turnicidae","Turnix","Turnix sylvaticus","Turnix sylvaticus","(Desfontaines, 1789) ",2475001,2475001
NA,"Uria aalge ibericus","Uria aalge ibericus Bernis, 1948",6486613,"EXACT",98,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Charadriiformes","Alcidae","Uria","Uria aalge","Uria aalge ibericus","Bernis, 1948",6486613,6065721
NA,"Xenus cinereus (Tringa cinerea)","Xenus cinereus (Güldenstädt, 1775)",2481703,"HIGHERRANK",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Xenus","Xenus cinereus","Xenus cinereus","(Güldenstädt, 1775) ",2481703,2481703
